initstates.csv
181440 puzzles
puzzle,d,count
327406518,28,18
327406851,26,9
327408156,26,10
327408561,30,20
327408615,24,5
327410586,27,4
327410658,25,6
327410865,21,3
327415086,22,4
327415806,23,7
327415860,22,3
327416058,26,8
327416508,27,8
327416580,28,12
327418065,24,1
327418605,25,6
327418650,26,12
327450168,23,6
327450681,27,9
327450816,25,16
327451068,26,1
327451608,27,10
327451680,28,19
327456081,28,25
327456801,27,25
327456810,26,16
327458016,26,6
327458106,25,6
327458160,24,6
327460185,23,1
327460518,27,1
327460851,25,6
327461085,24,6
327461805,23,6
327461850,24,6
327465018,24,6
327465108,23,6
327465180,24,7
327468051,28,2
327468501,29,3
327468510,28,1
327480156,27,21
327480561,29,4
327480615,25,11
327481056,26,1
327481506,27,2
327481560,28,2
327485061,26,1
327485601,27,21
327485610,26,11
327486015,26,7
327486105,25,7
327486150,26,7
327501468,26,2
327501684,24,5
327501846,24,3
327504186,22,1
327504618,24,1
327504861,24,1
327506148,26,18
327506481,28,3
327506814,24,4
327508164,22,2
327508416,26,2
327508641,26,2
327510468,27,11
327510684,25,7
327510846,25,8
327514068,24,1
327514608,25,2
327514680,26,9
327516084,22,2
327516804,23,2
327516840,24,2
327518046,24,1
327518406,25,1
327518460,26,1
327540186,23,3
327540618,25,3
327540861,25,1
327541086,26,3
327541806,25,3
327541860,26,4
327546018,26,3
327546108,25,3
327546180,24,3
327548061,28,5
327548601,27,5
327548610,26,3
327560148,25,3
327560481,29,9
327560814,25,6
327561048,26,2
327561408,27,4
327561480,28,4
327564081,26,3
327564801,25,1
327564810,26,7
327568014,24,4
327568104,23,2
327568140,24,2
327580164,23,3
327580416,27,3
327580641,27,8
327581064,24,1
327581604,25,6
327581640,26,6
327584016,24,1
327584106,23,1
327584160,24,4
327586041,26,2
327586401,27,2
327586410,28,5
327601485,24,4
327601548,24,2
327601854,20,3
327604158,22,2
327604581,24,2
327604815,20,4
327605184,22,1
327605418,24,6
327605841,24,12
327608145,24,1
327608451,26,2
327608514,22,2
327610485,25,13
327610548,23,1
327610854,21,5
327614085,18,2
327614805,19,2
327614850,20,2
327615048,22,5
327615408,23,5
327615480,24,5
327618054,20,1
327618504,21,1
327618540,22,1
327640158,21,1
327640581,25,3
327640815,21,6
327641058,26,2
327641508,25,2
327641580,26,5
327645081,24,6
327645801,23,6
327645810,22,6
327648015,24,1
327648105,23,1
327648150,22,1
327650184,23,1
327650418,25,7
327650841,23,3
327651084,22,3
327651804,21,3
327651840,22,3
327654018,24,3
327654108,23,2
327654180,24,3
327658041,26,2
327658401,27,11
327658410,26,7
327680145,25,2
327680451,25,1
327680514,23,3
327681045,22,1
327681405,23,1
327681450,24,1
327684051,22,1
327684501,23,1
327684510,24,4
327685014,24,1
327685104,23,1
327685140,24,1
327801456,24,1
327801564,22,1
327801645,20,1
327804165,20,4
327804516,24,2
327804651,20,1
327805146,24,14
327805461,24,1
327805614,24,5
327806154,22,2
327806415,26,2
327806541,24,2
327810456,25,3
327810564,23,2
327810645,21,2
327814056,22,1
327814506,23,1
327814560,24,3
327815064,24,4
327815604,23,2
327815640,22,2
327816045,24,1
327816405,25,1
327816450,26,4
327840165,21,7
327840516,23,1
327840651,21,1
327841065,22,1
327841605,21,1
327841650,22,2
327845016,24,7
327845106,23,7
327845160,22,7
327846051,26,3
327846501,25,3
327846510,24,1
327850146,25,20
327850461,25,1
327850614,23,1
327851046,26,4
327851406,25,1
327851460,26,2
327854061,22,1
327854601,21,1
327854610,22,1
327856014,24,2
327856104,23,2
327856140,24,2
327860154,23,6
327860415,27,6
327860541,23,1
327861054,22,3
327861504,23,4
327861540,24,5
327864015,22,8
327864105,21,4
327864150,22,4
327865041,26,13
327865401,25,1
327865410,26,1
328014576,21,1
328014657,21,1
328014765,13,1
328015467,25,16
328015674,25,6
328015746,17,3
328016475,23,2
328016547,25,4
328016754,17,2
328017456,27,5
328017564,25,6
328017645,23,2
328041567,27,1
328041675,23,1
328041756,25,10
328045176,17,4
328045617,21,6
328045761,21,6
328046157,21,2
328046571,25,1
328046715,23,2
328047165,21,2
328047516,27,4
328047651,25,3
328051476,21,1
328051647,25,1
328051764,21,2
328054167,23,2
328054671,23,1
328054716,19,1
328056174,19,2
328056417,23,5
328056741,23,3
328057146,25,6
328057461,27,11
328057614,23,2
328061457,25,1
328061574,23,3
328061745,25,12
328064175,15,1
328064517,23,1
328064751,19,1
328065147,21,3
328065471,25,9
328065714,23,2
328067154,21,2
328067415,25,6
328067541,25,2
328071465,23,6
328071546,23,3
328071654,19,2
328074156,23,3
328074561,23,1
328074615,17,2
328075164,23,1
328075416,21,8
328075641,21,3
328076145,25,2
328076451,25,5
328076514,21,3
328104576,20,1
328104657,20,1
328104765,12,1
328105467,24,10
328105674,24,6
328105746,16,3
328106475,22,2
328106547,24,4
328106754,16,2
328107456,26,5
328107564,24,6
328107645,22,2
328140576,21,1
328140657,21,3
328140765,13,2
328145076,16,2
328145706,15,2
328145760,14,2
328146057,22,2
328146507,23,3
328146570,22,1
328147065,22,2
328147605,23,7
328147650,22,3
328150467,25,16
328150674,23,3
328150746,17,4
328154067,22,1
328154607,21,1
328154670,22,1
328156074,18,2
328156704,17,2
328156740,18,6
328157046,26,6
328157406,27,27
328157460,26,16
328160475,21,2
328160547,25,9
328160754,15,1
328164075,14,1
328164705,13,1
328164750,14,1
328165047,22,3
328165407,23,5
328165470,22,2
328167054,22,2
328167504,23,2
328167540,24,2
328170456,25,5
328170564,23,2
328170645,21,2
328174056,22,1
328174506,21,1
328174560,22,1
328175064,24,3
328175604,23,2
328175640,22,2
328176045,24,2
328176405,23,2
328176450,24,2
328401567,28,4
328401675,24,2
328401756,24,2
328405176,18,4
328405617,22,6
328405761,22,6
328406157,22,6
328406571,26,1
328406715,24,2
328407165,22,6
328407516,28,5
328407651,26,9
328410567,29,4
328410675,25,15
328410756,25,10
328415067,24,6
328415607,23,6
328415670,24,6
328416075,24,2
328416705,25,4
328416750,26,14
328417056,28,5
328417506,29,10
328417560,30,14
328450176,19,4
328450617,23,6
328450761,23,6
328451076,22,1
328451706,23,1
328451760,24,7
328456017,22,4
328456107,21,4
328456170,20,4
328457061,26,6
328457601,25,6
328457610,24,6
328460157,23,6
328460571,27,1
328460715,25,8
328461057,26,1
328461507,27,1
328461570,28,2
328465071,24,6
328465701,23,6
328465710,24,6
328467015,24,6
328467105,23,6
328467150,24,12
328470165,21,4
328470516,27,1
328470651,27,25
328471065,24,6
328471605,25,8
328471650,26,8
328475016,20,4
328475106,19,4
328475160,20,4
328476051,26,5
328476501,27,6
328476510,28,7
328501476,22,2
328501647,26,2
328501764,22,5
328504167,24,9
328504671,24,1
328504716,20,1
328506174,20,3
328506417,24,5
328506741,24,4
328507146,24,3
328507461,26,2
328507614,24,2
328510476,23,2
328510647,27,5
328510764,23,6
328514076,22,2
328514706,21,1
328514760,22,1
328516047,26,11
328516407,25,7
328516470,24,2
328517064,26,8
328517604,25,2
328517640,26,2
328540167,25,15
328540671,25,1
328540716,21,1
328541067,28,4
328541607,27,3
328541670,26,1
328546071,24,1
328546701,23,1
328546710,22,1
328547016,26,3
328547106,25,3
328547160,26,18
328560174,21,4
328560417,25,5
328560741,25,9
328561074,24,8
328561704,23,5
328561740,24,5
328564017,24,5
328564107,23,4
328564170,22,4
328567041,26,2
328567401,27,9
328567410,26,5
328570146,23,3
328570461,25,2
328570614,25,2
328571046,24,5
328571406,23,2
328571460,24,2
328574061,24,1
328574601,25,2
328574610,26,4
328576014,22,6
328576104,21,3
328576140,22,3
328601457,26,2
328601574,22,3
328601745,24,4
328604175,16,2
328604517,24,3
328604751,20,1
328605147,20,3
328605471,24,3
328605714,24,3
328607154,20,2
328607415,26,13
328607541,24,2
328610457,27,5
328610574,23,3
328610745,25,9
328614057,22,1
328614507,23,1
328614570,24,4
328615074,26,9
328615704,25,3
328615740,26,12
328617045,24,2
328617405,25,2
328617450,26,2
328640175,17,3
328640517,25,5
328640751,21,1
328641075,24,2
328641705,23,1
328641750,22,1
328645017,20,3
328645107,19,3
328645170,18,3
328647051,26,5
328647501,25,2
328647510,26,7
328650147,21,3
328650471,25,3
328650714,23,1
328651047,26,1
328651407,27,6
328651470,26,3
328654071,22,1
328654701,21,1
328654710,22,1
328657014,22,2
328657104,21,2
328657140,22,5
328670154,19,2
328670415,25,5
328670541,23,2
328671054,20,2
328671504,21,2
328671540,22,2
328674015,18,4
328674105,17,2
328674150,18,2
328675041,22,3
328675401,23,3
328675410,24,3
328701465,22,5
328701546,22,3
328701654,18,2
328704156,22,1
328704561,22,1
328704615,16,2
328705164,22,1
328705416,20,4
328705641,20,3
328706145,26,11
328706451,24,5
328706514,20,3
328710465,21,3
328710546,21,2
328710654,17,1
328714065,14,1
328714605,15,1
328714650,16,1
328715046,18,3
328715406,19,3
328715460,20,3
328716054,18,2
328716504,19,2
328716540,20,2
328740156,23,2
328740561,23,1
328740615,17,3
328741056,24,3
328741506,23,3
328741560,24,4
328745061,20,3
328745601,19,3
328745610,18,3
328746015,24,2
328746105,25,4
328746150,24,2
328750164,23,3
328750416,21,5
328750641,21,5
328751064,20,2
328751604,19,2
328751640,20,2
328754016,20,1
328754106,21,1
328754160,22,1
328756041,24,8
328756401,23,5
328756410,22,5
328760145,25,3
328760451,25,10
328760514,21,4
328761045,24,5
328761405,23,5
328761450,24,5
328764051,20,1
328764501,21,1
328764510,22,5
328765014,24,3
328765104,23,1
328765140,24,1
340125687,14,1
340125768,14,1
340125876,10,1
340126578,22,3
340126785,18,1
340126857,16,2
340127586,22,3
340127658,20,2
340127865,16,2
340128567,24,3
340128675,20,4
340128756,20,4
340152678,18,2
340152786,14,1
340152867,16,1
340156287,16,1
340156728,18,2
340156872,14,2
340157268,20,1
340157682,18,3
340157826,20,4
340158276,18,1
340158627,20,1
340158762,16,1
340162587,20,2
340162758,14,1
340162875,10,1
340165278,18,2
340165782,16,1
340165827,14,1
340167285,18,1
340167528,20,1
340167852,16,3
340168257,22,4
340168572,18,1
340168725,18,3
340172568,20,2
340172685,12,2
340172856,16,1
340175286,14,2
340175628,14,1
340175862,16,1
340176258,18,1
340176582,16,1
340176825,18,1
340178265,16,1
340178526,18,1
340178652,14,1
340182576,22,2
340182657,18,2
340182765,8,1
340185267,18,3
340185672,18,1
340185726,10,1
340186275,16,1
340186527,20,2
340186752,12,1
340187256,20,1
340187562,20,2
340187625,16,1
340215678,16,1
340215786,12,1
340215867,14,1
340216587,22,3
340216758,14,1
340216875,12,1
340217568,22,2
340217685,14,1
340217856,16,1
340218576,24,5
340218657,18,1
340218765,10,1
340251687,22,3
340251768,18,1
340251876,18,1
340256178,16,2
340256781,20,2
340256817,18,2
340257186,18,2
340257618,20,3
340257861,22,3
340258167,18,1
340258671,20,1
340258716,16,1
340261578,20,1
340261785,20,3
340261857,20,1
340265187,14,1
340265718,18,1
340265871,20,3
340267158,18,2
340267581,22,1
340267815,18,1
340268175,12,1
340268517,22,3
340268751,16,1
340271586,20,1
340271658,16,1
340271865,18,1
340275168,16,1
340275681,18,2
340275816,16,2
340276185,14,1
340276518,18,1
340276851,18,1
340278156,18,1
340278561,22,1
340278615,14,1
340281567,22,1
340281675,20,1
340281756,18,1
340285176,12,1
340285617,18,4
340285761,18,3
340286157,18,2
340286571,24,5
340286715,16,1
340287165,16,1
340287516,20,1
340287651,20,1
340512687,22,2
340512768,22,4
340512876,18,1
340516278,20,3
340516782,22,1
340516827,22,2
340517286,22,3
340517628,24,2
340517862,22,1
340518267,24,6
340518672,26,9
340518726,20,1
340521678,26,1
340521786,22,1
340521867,24,4
340526187,18,1
340526718,22,1
340526871,22,4
340527168,22,2
340527681,26,8
340527816,26,15
340528176,22,6
340528617,26,5
340528761,24,3
340561287,26,18
340561728,26,5
340561872,22,1
340562178,20,2
340562781,24,2
340562817,22,1
340567182,20,1
340567218,22,2
340567821,24,1
340568127,24,3
340568271,22,2
340568712,24,2
340571268,22,1
340571682,24,2
340571826,24,1
340572186,22,4
340572618,24,2
340572861,24,5
340576128,22,3
340576281,24,5
340576812,22,1
340578162,20,1
340578216,24,8
340578621,26,4
340581276,22,1
340581627,26,4
340581762,20,1
340582167,22,3
340582671,26,4
340582716,22,1
340586172,18,3
340586217,20,1
340586721,22,1
340587126,22,3
340587261,24,1
340587612,22,1
340612578,22,2
340612785,22,6
340612857,20,2
340615287,18,2
340615728,22,2
340615872,20,1
340617258,20,1
340617582,24,2
340617825,20,1
340618275,16,1
340618527,22,1
340618752,20,1
340621587,24,1
340621758,22,1
340621875,16,2
340625178,20,2
340625781,22,1
340625817,18,2
340627185,18,1
340627518,24,2
340627851,20,2
340628157,22,2
340628571,24,2
340628715,20,1
340651278,24,4
340651782,24,2
340651827,22,3
340652187,18,1
340652718,22,2
340652871,24,14
340657128,24,6
340657281,22,4
340657812,24,3
340658172,22,2
340658217,20,1
340658721,24,3
340671285,18,2
340671528,22,2
340671852,20,2
340672158,18,1
340672581,22,1
340672815,18,2
340675182,22,4
340675218,20,2
340675821,22,2
340678125,20,1
340678251,20,1
340678512,20,1
340681257,22,1
340681572,20,1
340681725,18,1
340682175,14,1
340682517,24,6
340682751,22,4
340685127,18,1
340685271,22,2
340685712,20,1
340687152,18,1
340687215,20,1
340687521,22,1
340712586,20,1
340712658,16,1
340712865,18,1
340715268,18,2
340715682,20,3
340715826,18,1
340716285,18,1
340716528,20,3
340716852,22,2
340718256,22,2
340718562,24,5
340718625,16,1
340721568,24,2
340721685,16,1
340721856,24,3
340725186,16,1
340725618,18,1
340725861,20,1
340726158,20,1
340726581,22,3
340726815,22,3
340728165,20,4
340728516,22,1
340728651,18,1
340751286,22,2
340751628,22,2
340751862,22,1
340752168,20,2
340752681,20,3
340752816,18,1
340756182,20,2
340756218,22,3
340756821,24,2
340758126,20,1
340758261,22,3
340758612,22,4
340761258,22,1
340761582,22,1
340761825,18,1
340762185,16,1
340762518,20,1
340762851,22,4
340765128,20,1
340765281,22,5
340765812,20,2
340768152,20,1
340768215,18,1
340768521,22,1
340781265,18,2
340781526,20,2
340781652,16,1
340782156,20,1
340782561,22,2
340782615,14,1
340785162,20,2
340785216,16,1
340785621,18,1
340786125,22,2
340786251,20,1
340786512,18,2
340812567,22,1
340812675,20,1
340812756,18,1
340815276,14,1
340815627,18,1
340815762,16,1
340816257,20,2
340816572,22,1
340816725,18,1
340817265,20,4
340817526,22,2
340817652,22,2
340821576,22,3
340821657,20,1
340821765,12,1
340825167,18,1
340825671,20,1
340825716,14,1
340826175,16,1
340826517,20,1
340826751,16,1
340827156,20,1
340827561,24,5
340827615,18,1
340851267,20,1
340851672,20,1
340851726,18,1
340852176,16,1
340852617,20,1
340852761,20,3
340856127,20,1
340856271,18,2
340856712,20,2
340857162,24,7
340857216,22,2
340857621,22,4
340861275,14,1
340861527,22,1
340861752,18,3
340862157,20,1
340862571,22,2
340862715,16,1
340865172,18,1
340865217,18,2
340865721,20,2
340867125,22,3
340867251,20,4
340867512,20,1
340871256,20,1
340871562,22,2
340871625,14,1
340872165,18,3
340872516,22,2
340872651,18,2
340875126,18,2
340875261,20,2
340875612,16,1
340876152,22,6
340876215,18,1
340876521,20,1
341025687,21,2
341025768,21,3
341025876,17,1
341026578,23,1
341026785,21,2
341026857,23,6
341027586,23,1
341027658,19,1
341027865,19,1
341028567,25,2
341028675,21,1
341028756,21,1
341052678,25,4
341052786,21,1
341052867,23,3
341056287,23,4
341056728,25,3
341056872,21,4
341057268,21,1
341057682,25,11
341057826,23,2
341058276,23,4
341058627,25,1
341058762,21,1
341062587,23,1
341062758,21,1
341062875,17,2
341065278,23,4
341065782,23,5
341065827,19,1
341067285,21,3
341067528,23,1
341067852,23,9
341068257,23,1
341068572,23,2
341068725,21,1
341072568,25,4
341072685,19,6
341072856,23,2
341075286,21,3
341075628,21,1
341075862,19,1
341076258,25,6
341076582,23,4
341076825,19,1
341078265,21,3
341078526,23,2
341078652,19,1
341082576,21,1
341082657,21,1
341082765,15,3
341085267,19,1
341085672,19,1
341085726,17,1
341086275,17,1
341086527,25,3
341086752,19,4
341087256,21,1
341087562,25,3
341087625,17,1
341205687,22,5
341205768,20,2
341205876,18,2
341206578,22,1
341206785,20,2
341206857,22,5
341207586,22,1
341207658,18,1
341207865,20,2
341208567,24,2
341208675,20,1
341208756,20,1
341250687,21,1
341250768,19,1
341250876,19,3
341256087,22,3
341256807,21,3
341256870,20,3
341257068,20,1
341257608,19,1
341257680,20,1
341258076,22,2
341258706,21,2
341258760,20,1
341260578,21,1
341260785,21,5
341260857,21,1
341265078,22,2
341265708,21,2
341265780,22,7
341267085,22,5
341267805,21,2
341267850,22,3
341268057,24,2
341268507,23,1
341268570,22,1
341270586,21,1
341270658,17,1
341270865,19,1
341275086,20,2
341275806,19,2
341275860,20,3
341276058,24,2
341276508,23,2
341276580,22,1
341278065,20,1
341278605,19,1
341278650,18,1
341280567,23,1
341280675,21,2
341280756,19,1
341285067,20,1
341285607,21,1
341285670,22,3
341286075,18,1
341286705,19,1
341286750,20,2
341287056,22,1
341287506,23,2
341287560,24,3
341502678,26,6
341502786,22,2
341502867,24,4
341506287,24,4
341506728,26,9
341506872,22,4
341507268,22,1
341507682,26,13
341507826,24,2
341508276,24,5
341508627,26,1
341508762,22,2
341520678,27,7
341520786,23,3
341520867,25,8
341526078,24,1
341526708,25,4
341526780,24,3
341527086,24,1
341527806,25,3
341527860,26,11
341528067,26,2
341528607,27,3
341528670,28,10
341560287,25,5
341560728,25,2
341560872,23,5
341562087,24,1
341562807,25,10
341562870,24,5
341567028,24,2
341567208,23,1
341567280,24,1
341568072,24,4
341568702,23,2
341568720,24,2
341570268,23,2
341570682,25,2
341570826,25,7
341572068,26,4
341572608,27,12
341572680,26,2
341576082,24,8
341576802,23,4
341576820,24,4
341578026,24,2
341578206,25,9
341578260,24,2
341580276,23,1
341580627,27,5
341580762,21,1
341582076,22,1
341582706,23,4
341582760,22,1
341586027,26,8
341586207,25,5
341586270,24,1
341587062,26,3
341587602,27,16
341587620,28,21
341602587,24,6
341602758,22,2
341602875,18,5
341605278,22,2
341605782,22,2
341605827,20,3
341607285,20,3
341607528,22,1
341607852,22,8
341608257,22,1
341608572,22,2
341608725,20,1
341620587,23,1
341620758,23,4
341620875,17,2
341625087,20,2
341625807,19,2
341625870,18,2
341627058,20,1
341627508,21,1
341627580,22,1
341628075,22,2
341628705,21,1
341628750,22,1
341650278,23,2
341650782,23,2
341650827,21,3
341652078,24,2
341652708,23,2
341652780,24,4
341657082,24,11
341657802,23,11
341657820,22,3
341658027,24,1
341658207,23,1
341658270,24,3
341670285,19,2
341670528,23,4
341670852,21,7
341672085,20,11
341672805,19,5
341672850,20,5
341675028,22,3
341675208,21,2
341675280,20,2
341678052,20,1
341678502,21,1
341678520,22,1
341680257,21,1
341680572,21,1
341680725,19,1
341682057,22,1
341682507,23,2
341682570,22,1
341685072,20,1
341685702,21,2
341685720,20,1
341687025,18,1
341687205,19,1
341687250,20,1
341702568,24,4
341702685,18,5
341702856,24,10
341705286,20,1
341705628,20,1
341705862,20,1
341706258,24,4
341706582,22,4
341706825,20,2
341708265,20,2
341708526,22,2
341708652,18,1
341720568,25,9
341720685,17,1
341720856,23,2
341725068,20,1
341725608,19,1
341725680,18,1
341726085,22,4
341726805,21,2
341726850,22,2
341728056,22,1
341728506,23,3
341728560,24,3
341750286,21,1
341750628,21,2
341750862,21,1
341752086,22,1
341752806,23,2
341752860,22,1
341756028,24,1
341756208,23,1
341756280,22,1
341758062,20,1
341758602,19,1
341758620,20,1
341760258,23,3
341760582,23,5
341760825,19,1
341762058,22,1
341762508,23,1
341762580,24,6
341765082,22,2
341765802,21,2
341765820,20,1
341768025,22,3
341768205,21,2
341768250,22,2
341780265,19,2
341780526,21,2
341780652,17,1
341782065,16,3
341782605,17,3
341782650,18,4
341785026,18,1
341785206,19,1
341785260,20,3
341786052,20,4
341786502,21,4
341786520,22,6
341802576,20,1
341802657,20,1
341802765,14,2
341805267,18,1
341805672,18,1
341805726,16,1
341806275,16,1
341806527,24,2
341806752,18,3
341807256,20,1
341807562,24,3
341807625,16,1
341820576,21,1
341820657,19,1
341820765,13,1
341825076,16,1
341825706,15,1
341825760,14,1
341826057,24,7
341826507,23,1
341826570,22,1
341827065,18,1
341827605,17,1
341827650,18,1
341850267,19,1
341850672,19,1
341850726,17,1
341852067,22,2
341852607,21,2
341852670,20,1
341856072,20,4
341856702,19,4
341856720,18,1
341857026,22,2
341857206,21,2
341857260,20,1
341860275,15,1
341860527,23,1
341860752,17,2
341862075,16,2
341862705,15,2
341862750,16,2
341865027,18,1
341865207,17,1
341865270,16,1
341867052,24,9
341867502,25,13
341867520,24,1
341870256,19,1
341870562,23,3
341870625,15,1
341872056,22,1
341872506,21,1
341872560,22,1
341875062,18,1
341875602,17,1
341875620,16,1
341876025,18,1
341876205,17,1
341876250,18,1
342015678,17,2
342015786,13,1
342015867,15,1
342016587,21,1
342016758,15,1
342016875,13,1
342017568,23,3
342017685,15,2
342017856,17,1
342018576,25,13
342018657,19,2
342018765,11,1
342051687,23,2
342051768,19,1
342051876,21,4
342056178,17,2
342056781,21,1
342056817,19,1
342057186,19,2
342057618,21,2
342057861,23,3
342058167,21,4
342058671,25,2
342058716,23,5
342061578,21,1
342061785,21,1
342061857,21,2
342065187,15,1
342065718,21,6
342065871,21,2
342067158,19,1
342067581,23,1
342067815,19,2
342068175,13,1
342068517,23,4
342068751,23,5
342071586,21,1
342071658,17,1
342071865,19,1
342075168,17,2
342075681,19,2
342075816,17,2
342076185,15,1
342076518,19,1
342076851,21,1
342078156,21,1
342078561,23,1
342078615,15,1
342081567,23,1
342081675,21,1
342081756,19,1
342085176,13,1
342085617,19,4
342085761,19,2
342086157,19,1
342086571,25,5
342086715,17,1
342087165,17,2
342087516,21,1
342087651,21,2
342105678,16,2
342105786,12,1
342105867,14,1
342106587,22,5
342106758,14,1
342106875,12,1
342107568,22,3
342107685,14,2
342107856,16,1
342108576,24,10
342108657,18,2
342108765,10,1
342150678,17,2
342150786,13,1
342150867,15,1
342156078,16,2
342156708,15,2
342156780,14,1
342157086,18,2
342157806,17,2
342157860,16,1
342158067,20,4
342158607,19,4
342158670,18,2
342160587,21,2
342160758,13,1
342160875,11,1
342165087,14,1
342165807,13,1
342165870,12,1
342167058,20,1
342167508,21,1
342167580,22,3
342168075,12,1
342168705,11,1
342168750,12,1
342170568,21,2
342170685,13,2
342170856,15,1
342175068,16,2
342175608,15,2
342175680,14,2
342176085,14,1
342176805,13,1
342176850,14,1
342178056,22,1
342178506,23,3
342178560,22,2
342180576,23,3
342180657,17,2
342180765,9,1
342185076,12,1
342185706,11,1
342185760,10,1
342186057,20,1
342186507,21,1
342186570,22,1
342187065,16,2
342187605,15,2
342187650,16,2
342501687,24,4
342501768,20,1
342501876,20,1
342506178,18,2
342506781,22,1
342506817,20,1
342507186,20,2
342507618,22,2
342507861,24,5
342508167,22,6
342508671,26,5
342508716,24,8
342510687,23,2
342510768,21,1
342510876,19,1
342516087,22,3
342516807,21,2
342516870,20,1
342517068,24,5
342517608,23,2
342517680,24,4
342518076,24,1
342518706,23,1
342518760,22,1
342560178,19,2
342560781,23,2
342560817,21,1
342561078,22,2
342561708,21,1
342561780,22,1
342567081,24,2
342567801,23,1
342567810,22,1
342568017,22,2
342568107,21,2
342568170,20,2
342570186,21,4
342570618,23,2
342570861,23,1
342571086,22,2
342571806,21,1
342571860,22,1
342576018,20,3
342576108,19,2
342576180,20,2
342578061,24,1
342578601,25,3
342578610,24,2
342580167,23,11
342580671,27,14
342580716,23,1
342581067,24,1
342581607,25,5
342581670,26,5
342586071,24,1
342586701,23,1
342586710,24,2
342587016,22,3
342587106,21,2
342587160,22,2
342601578,20,1
342601785,22,3
342601857,20,2
342605187,16,1
342605718,20,2
342605871,22,8
342607158,18,1
342607581,22,1
342607815,18,2
342608175,14,1
342608517,22,2
342608751,24,12
342610578,21,1
342610785,21,2
342610857,19,2
342615078,18,2
342615708,19,2
342615780,20,2
342617085,16,2
342617805,17,2
342617850,18,2
342618057,20,2
342618507,21,2
342618570,22,3
342650187,17,1
342650718,21,2
342650871,23,10
342651087,22,2
342651807,21,2
342651870,22,2
342657018,20,2
342657108,19,2
342657180,18,1
342658071,24,2
342658701,23,2
342658710,22,2
342670158,17,1
342670581,21,1
342670815,19,4
342671058,18,1
342671508,19,1
342671580,20,1
342675081,20,2
342675801,21,6
342675810,20,4
342678015,16,2
342678105,15,1
342678150,16,1
342680175,15,2
342680517,23,2
342680751,23,4
342681075,22,1
342681705,23,4
342681750,24,8
342685017,18,3
342685107,17,3
342685170,16,2
342687051,22,2
342687501,23,3
342687510,24,5
342701586,20,1
342701658,16,1
342701865,18,1
342705168,18,2
342705681,18,2
342705816,16,1
342706185,16,1
342706518,18,1
342706851,20,1
342708156,20,1
342708561,22,1
342708615,14,1
342710586,19,1
342710658,15,1
342710865,17,1
342715086,14,1
342715806,15,1
342715860,16,1
342716058,16,1
342716508,17,1
342716580,18,1
342718065,12,1
342718605,13,1
342718650,14,1
342750168,19,2
342750681,19,3
342750816,17,1
342751068,18,1
342751608,17,1
342751680,18,1
342756081,20,1
342756801,19,1
342756810,18,1
342758016,22,3
342758106,21,3
342758160,20,2
342760185,17,2
342760518,19,1
342760851,21,2
342761085,20,1
342761805,19,1
342761850,20,1
342765018,20,4
342765108,19,4
342765180,18,2
342768051,22,1
342768501,21,1
342768510,20,1
342780156,19,1
342780561,23,5
342780615,15,2
342781056,20,1
342781506,21,2
342781560,22,2
342785061,18,2
342785601,17,2
342785610,16,2
342786015,18,2
342786105,17,1
342786150,18,1
342801567,22,1
342801675,20,1
342801756,18,1
342805176,14,1
342805617,18,1
342805761,20,4
342806157,18,1
342806571,24,4
342806715,16,1
342807165,18,3
342807516,20,1
342807651,20,2
342810567,21,1
342810675,19,1
342810756,17,1
342815067,16,1
342815607,17,1
342815670,18,1
342816075,14,1
342816705,15,1
342816750,16,1
342817056,18,1
342817506,19,1
342817560,20,1
342850176,15,1
342850617,19,1
342850761,21,8
342851076,20,1
342851706,19,1
342851760,20,1
342856017,18,1
342856107,17,1
342856170,16,1
342857061,22,3
342857601,21,3
342857610,20,1
342860157,19,1
342860571,23,2
342860715,17,2
342861057,22,2
342861507,23,3
342861570,24,5
342865071,20,2
342865701,19,2
342865710,18,2
342867015,20,5
342867105,19,3
342867150,20,4
342870165,17,1
342870516,21,1
342870651,19,2
342871065,20,1
342871605,21,4
342871650,20,2
342875016,16,1
342875106,15,1
342875160,16,1
342876051,22,1
342876501,23,2
342876510,22,1
345012687,17,1
345012768,17,2
345012876,13,1
345016278,17,1
345016782,15,1
345016827,15,1
345017286,17,2
345017628,17,1
345017862,17,1
345018267,21,6
345018672,19,1
345018726,13,1
345021678,19,1
345021786,15,1
345021867,17,1
345026187,15,1
345026718,17,1
345026871,19,1
345027168,19,5
345027681,21,2
345027816,19,3
345028176,15,2
345028617,21,5
345028761,19,1
345061287,19,1
345061728,21,1
345061872,21,2
345062178,19,3
345062781,23,2
345062817,21,4
345067182,19,3
345067218,19,1
345067821,23,8
345068127,21,1
345068271,21,2
345068712,23,4
345071268,19,1
345071682,23,8
345071826,19,2
345072186,15,1
345072618,21,3
345072861,21,2
345076128,19,2
345076281,21,4
345076812,19,2
345078162,19,1
345078216,17,2
345078621,21,1
345081276,17,2
345081627,21,2
345081762,19,2
345082167,19,1
345082671,21,1
345082716,17,2
345086172,15,1
345086217,17,1
345086721,19,1
345087126,19,2
345087261,21,1
345087612,19,1
345102687,16,1
345102768,16,2
345102876,12,1
345106278,18,3
345106782,14,1
345106827,14,1
345107286,16,2
345107628,16,1
345107862,16,1
345108267,20,5
345108672,18,1
345108726,12,1
345120687,15,1
345120768,15,2
